index,x,y,z
9174,-0.002747,-0.150024,-0.976944
9175,-0.001144,-0.15506,-0.975983
9176,-0.003174,-0.150528,-0.975815
9177,-0.002945,-0.152084,-0.983353
9178,-0.002319,-0.149124,-0.987991
9179,-0.00209,-0.146408,-0.984055
9180,-0.00238,-0.151993,-0.981262
9181,-0.003159,-0.150223,-0.976227
9182,-0.004486,-0.151031,-0.977692
9183,-0.00209,-0.151093,-0.987869
9184,-0.003433,-0.146317,-0.983948
9185,-0.002975,-0.147598,-0.981812
9186,-0.001846,-0.149673,-0.978287
9187,-0.004105,-0.15062,-0.973633
9188,-0.002701,-0.154007,-0.978195
9189,-0.003036,-0.148849,-0.982346
9190,-0.003418,-0.147888,-0.983414
9191,-0.002853,-0.148315,-0.983475
9192,-0.002838,-0.148834,-0.975845
9193,-0.003052,-0.1548,-0.97583
9194,-0.003525,-0.152603,-0.979385
9195,-0.002731,-0.148849,-0.983078
9196,-0.002487,-0.150452,-0.989166
9197,-0.002136,-0.146896,-0.98201
9198,-0.002609,-0.153488,-0.977509
9199,-0.003616,-0.155457,-0.979965
9200,-0.00322,-0.151855,-0.978882
9201,-0.001617,-0.154007,-0.986801
9202,-0.003082,-0.149796,-0.98848
9203,-0.002182,-0.149811,-0.982315
9204,-0.001114,-0.155792,-0.978333
9205,-0.003845,-0.152817,-0.976913
9206,-0.004227,-0.153885,-0.981171
9207,-0.002869,-0.152222,-0.987015
9208,-0.002808,-0.147064,-0.984421
9209,-0.002045,-0.151718,-0.98291
9210,-0.003815,-0.151443,-0.978394
9211,-0.003555,-0.152191,-0.976227
9212,-0.002762,-0.153946,-0.984009
9213,-0.002579,-0.147507,-0.98378
9214,-0.003571,-0.149124,-0.983856
9215,-0.001953,-0.149261,-0.979736
9216,-0.003174,-0.149445,-0.973587
9217,-0.002914,-0.153717,-0.977554
9218,-0.001846,-0.149353,-0.981384
9219,-0.002975,-0.148117,-0.984848
9220,-0.002258,-0.148666,-0.986649
9221,-0.002914,-0.146347,-0.977509
9222,-0.00293,-0.153183,-0.976578
9223,-0.004028,-0.152206,-0.978027
9224,-0.004318,-0.150162,-0.981537
9225,-0.001984,-0.150772,-0.987122
9226,-0.003479,-0.145737,-0.984375
9227,-0.003235,-0.15033,-0.97876
9228,-0.003983,-0.152832,-0.977509
9229,-0.003571,-0.151077,-0.976562
9230,-0.00238,-0.153625,-0.983536
9231,-0.003036,-0.148849,-0.985458
9232,-0.002548,-0.147659,-0.983902
9233,-0.000351,-0.154053,-0.980118
9234,-0.004089,-0.15065,-0.974686
9235,-0.003082,-0.154785,-0.976913
9236,-0.003876,-0.151855,-0.983841
9237,-0.003189,-0.147522,-0.98465
9238,-0.001266,-0.152344,-0.986084
9239,-0.002487,-0.150864,-0.979126
9240,-0.003647,-0.153351,-0.975403
9241,-0.003098,-0.156219,-0.979782
9242,-0.003357,-0.150238,-0.98439
9243,-0.001129,-0.151199,-0.987671
9244,-0.004044,-0.150742,-0.985046
9245,-0.003006,-0.149658,-0.977737
9246,-0.003082,-0.156219,-0.978271
9247,-0.004288,-0.151306,-0.9785
9248,-0.002579,-0.151291,-0.9823
9249,-0.00267,-0.149536,-0.98671
9250,-0.002106,-0.146347,-0.980637
9251,-0.002029,-0.153641,-0.977188
9252,-0.003922,-0.151794,-0.976685
9253,-0.003067,-0.150574,-0.976608
9254,-0.002319,-0.151749,-0.984833
9255,-0.002487,-0.145599,-0.983734
9256,-0.002304,-0.148041,-0.979965
9257,-0.002563,-0.151688,-0.977997
9258,-0.003448,-0.149002,-0.975037
9259,-0.002258,-0.153137,-0.980576
9260,-0.002533,-0.149185,-0.987396
9261,-0.00322,-0.145737,-0.984055
9262,-0.001633,-0.151459,-0.984421
9263,-0.004715,-0.149933,-0.978714
9264,-0.004517,-0.154114,-0.977692
9265,-0.003387,-0.153702,-0.98317
9266,-0.003311,-0.1483,-0.98613
9267,-0.00174,-0.150925,-0.985779
9268,-0.002731,-0.149841,-0.981613
9269,-0.00264,-0.15184,-0.974716
9270,-0.002487,-0.155655,-0.97699
9271,-0.002914,-0.150192,-0.980331
9272,-0.002029,-0.151062,-0.984924
9273,-0.002274,-0.149689,-0.98558
9274,-0.002823,-0.147797,-0.978378
9275,-0.001038,-0.15593,-0.978912
9276,-0.00412,-0.152313,-0.977585
9277,-0.002686,-0.15242,-0.980698
9278,-0.001556,-0.152512,-0.987961
9279,-0.003494,-0.145309,-0.983276
9280,-0.002747,-0.150223,-0.979141
9281,-0.002991,-0.153412,-0.978333
9282,-0.004486,-0.149475,-0.975906
9283,-0.001999,-0.154343,-0.983597
9284,-0.001328,-0.148849,-0.985428
9285,-0.003128,-0.146912,-0.982498
9286,-0.001816,-0.151764,-0.980927
9287,-0.004715,-0.150513,-0.974197
9288,-0.00296,-0.152847,-0.974304
9289,-0.001831,-0.153641,-0.982315
9290,-0.003387,-0.146957,-0.983856
9291,-0.002197,-0.149048,-0.985443
9292,-0.002335,-0.150436,-0.980331
9293,-0.004135,-0.149765,-0.97496
9294,-0.003586,-0.156357,-0.976852
9295,-0.002594,-0.151642,-0.980133
9296,-0.00235,-0.148773,-0.985062
9297,-0.002792,-0.151474,-0.987534
9298,-0.003876,-0.145767,-0.980011
9299,-0.003906,-0.152008,-0.977356
9300,-0.004013,-0.154938,-0.977936
9301,-0.003738,-0.150452,-0.978043
9302,-0.001266,-0.151764,-0.985901
9303,-0.001816,-0.148514,-0.986282
9304,-0.002625,-0.146469,-0.979019
9305,-0.002838,-0.153641,-0.977142
9306,-0.004074,-0.15152,-0.975113
9307,-0.003387,-0.152298,-0.978348
9308,-0.002335,-0.151779,-0.984467
9309,-0.003769,-0.145538,-0.984924
9310,-0.000778,-0.151077,-0.981155
9311,-0.002716,-0.152466,-0.97673
9312,-0.006027,-0.151154,-0.97377
9313,-0.001389,-0.156754,-0.979813
9314,-0.002548,-0.148453,-0.983994
9315,-0.003128,-0.148514,-0.983734
9316,-0.001068,-0.15242,-0.982819
9317,-0.002762,-0.151138,-0.976746
9318,-0.003342,-0.154678,-0.976883
9319,-0.001587,-0.155945,-0.979889
9320,-0.004089,-0.148682,-0.982681
9321,-0.001846,-0.149567,-0.985703
9322,-0.003204,-0.147903,-0.982376
9323,-0.003311,-0.147797,-0.978134
9324,-0.00267,-0.155563,-0.978149
9325,-0.004929,-0.152588,-0.978928
9326,-0.002182,-0.150925,-0.984833
9327,-0.000626,-0.150635,-0.988083
9328,-0.004242,-0.144791,-0.980652
9329,-0.002106,-0.151352,-0.974945
9330,-0.002808,-0.153427,-0.973312
9331,-0.003647,-0.151703,-0.974609
9332,-0.000336,-0.154282,-0.985916
9333,-0.00322,-0.146881,-0.984299
9334,-0.003296,-0.148178,-0.981262
9335,-0.000671,-0.154053,-0.978287
9336,-0.00499,-0.148804,-0.974335
9337,-0.002579,-0.154526,-0.980347
9338,-0.001953,-0.149841,-0.984436
9339,-0.003494,-0.145691,-0.98671
9340,-0.002533,-0.15123,-0.983414
9341,-0.003387,-0.150421,-0.976257
9342,-0.00415,-0.151749,-0.976425
9343,-0.002441,-0.155228,-0.981186
9344,-0.004059,-0.14772,-0.982208
9345,-0.002197,-0.150391,-0.987183
9346,-0.002472,-0.148071,-0.982391
9347,-0.003372,-0.15036,-0.976105
9348,-0.001633,-0.156479,-0.979507
9349,-0.003906,-0.149536,-0.978989
9350,-0.002045,-0.150131,-0.984482
9351,-0.002411,-0.149261,-0.986542
9352,-0.004272,-0.146454,-0.981155
9353,-0.00148,-0.15448,-0.976028
9354,-0.00383,-0.152451,-0.977539
9355,-0.003113,-0.150192,-0.980026
9356,-0.000107,-0.154495,-0.986755
9357,-0.004684,-0.14621,-0.983673
9358,-0.002777,-0.150833,-0.980743
9359,-0.001389,-0.155045,-0.977509
9360,-0.003983,-0.152054,-0.975906
9361,-0.001984,-0.154205,-0.981949
9362,-0.00148,-0.15152,-0.986588
9363,-0.005005,-0.149979,-0.991806
9364,-0.002792,-0.149414,-0.98526
9365,-0.005859,-0.146561,-0.974976
9366,-0.000198,-0.156647,-0.976166
9367,-0.002457,-0.156067,-0.981964
9368,-0.004196,-0.145523,-0.980042
9369,0.000793,-0.150284,-0.986542
9370,-0.003967,-0.148224,-0.983719
9371,-0.00502,-0.147842,-0.97522
9372,-0.002335,-0.155396,-0.979172
9373,-0.001572,-0.149872,-0.982193
9374,-0.001404,-0.148926,-0.98465
9375,-0.003174,-0.150345,-0.986923
9376,-0.002533,-0.144974,-0.977676
9377,-0.002777,-0.155396,-0.977234
9378,-0.004868,-0.152039,-0.979233
9379,-0.003082,-0.148727,-0.982498
9380,-0.000061,-0.150284,-0.982117
9381,-0.003738,-0.145645,-0.982391
9382,-0.002258,-0.149994,-0.977448
9383,-0.002167,-0.154739,-0.975296
9384,-0.004807,-0.153809,-0.97963
9385,-0.001755,-0.156372,-0.984863
9386,-0.002258,-0.14711,-0.985641
9387,-0.001541,-0.149765,-0.985245
9388,-0.001877,-0.153458,-0.979309
9389,-0.004395,-0.154083,-0.973663
9390,-0.000748,-0.157669,-0.97821
9391,-0.00116,-0.152679,-0.983551
9392,-0.003433,-0.148361,-0.986694
9393,-0.000931,-0.150955,-0.984268
9394,-0.003922,-0.148346,-0.978989
9395,-0.003174,-0.155136,-0.976273
9396,-0.001343,-0.155685,-0.978271
9397,-0.004242,-0.149368,-0.980957
9398,0.000305,-0.151672,-0.986374
9399,-0.001053,-0.148712,-0.985397
9400,-0.006363,-0.14801,-0.978653
9401,0.001221,-0.156693,-0.975815
9402,-0.005402,-0.149521,-0.979248
9403,-0.000122,-0.156052,-0.978821
9404,-0.001556,-0.149979,-0.989441
9405,-0.004227,-0.144241,-0.984421
9406,-0.00145,-0.15477,-0.975449
9407,-0.004272,-0.152969,-0.976089
9408,-0.003448,-0.150696,-0.979401
9409,-0.000229,-0.15274,-0.98526
9410,-0.003769,-0.143753,-0.987213
9411,-0.001816,-0.148392,-0.982117
9412,-0.002594,-0.151901,-0.977295
9413,-0.004761,-0.149704,-0.973999
9414,-0.000916,-0.15593,-0.980713
9415,-0.002121,-0.149216,-0.982727
9416,-0.001755,-0.147293,-0.982361
9417,-0.001297,-0.150253,-0.983963
9418,-0.005402,-0.149628,-0.976776
9419,-0.00325,-0.156235,-0.97644
9420,-0.002914,-0.155014,-0.981216
9421,-0.003067,-0.148941,-0.983749
9422,0.000381,-0.152756,-0.986893
9423,-0.003098,-0.148041,-0.981873
9424,-0.00412,-0.151321,-0.977112
9425,-0.00264,-0.157303,-0.978165
9426,-0.003387,-0.150681,-0.982269
9427,-0.000839,-0.154251,-0.987091
9428,-0.001221,-0.148346,-0.985077
9429,-0.00354,-0.147446,-0.981354
9430,-0.00148,-0.155777,-0.977005
9431,-0.003937,-0.152298,-0.976898
9432,-0.002747,-0.153946,-0.983475
9433,-0.000504,-0.151276,-0.986801
9434,-0.002243,-0.145081,-0.985123
9435,-0.002319,-0.151993,-0.981644
9436,-0.003586,-0.152069,-0.973984
9437,-0.003998,-0.153671,-0.977356
9438,-0.0009,-0.155045,-0.98349
9439,-0.002655,-0.147552,-0.985046
9440,-0.001968,-0.148056,-0.984985
9441,-0.001541,-0.149231,-0.978165
9442,-0.004211,-0.149506,-0.973572
9443,-0.001541,-0.157318,-0.977402
9444,-0.002274,-0.150986,-0.981583
9445,-0.002518,-0.146866,-0.985931
9446,-0.00087,-0.149521,-0.984955
9447,-0.004669,-0.146255,-0.977432
9448,-0.003189,-0.153534,-0.976349
9449,-0.001526,-0.154663,-0.978119
9450,-0.002823,-0.149704,-0.982986
9451,-0.000595,-0.151733,-0.986359
9452,-0.001175,-0.146118,-0.983398
9453,-0.002258,-0.149796,-0.979156
9454,-0.002975,-0.15451,-0.975143
9455,-0.00499,-0.151337,-0.976166
9456,-0.001068,-0.1521,-0.985641
9457,-0.000793,-0.148132,-0.986465
9458,-0.00351,-0.146271,-0.983856
9459,-0.00177,-0.153412,-0.980316
9460,-0.006958,-0.151321,-0.974167
9461,-0.008331,-0.154129,-0.977051
9462,0.002777,-0.153717,-0.986786
9463,0.004196,-0.145782,-0.990723
9464,-0.000809,-0.150009,-0.98233
9465,-0.004837,-0.15094,-0.977646
9466,-0.004364,-0.152954,-0.97467
9467,-0.00444,-0.158829,-0.981094
9468,-0.006287,-0.149765,-0.983551
9469,0.00177,-0.148727,-0.987686
9470,0.002914,-0.15062,-0.986984
9471,-0.00444,-0.148285,-0.974228
9472,-0.003342,-0.15834,-0.978134
9473,-0.002182,-0.153275,-0.979965
9474,-0.003204,-0.150024,-0.985077
9475,-0.001373,-0.150436,-0.987473
9476,-0.004105,-0.146515,-0.980591
9477,-0.00148,-0.151016,-0.97728
9478,-0.001328,-0.154907,-0.976807
9479,-0.002914,-0.150467,-0.980728
9480,-0.000961,-0.152145,-0.984833
9481,-0.000977,-0.14534,-0.985931
9482,-0.002853,-0.146484,-0.980911
9483,-0.002243,-0.152832,-0.9785
9484,-0.005325,-0.150818,-0.973877
9485,-0.003448,-0.15361,-0.981659
9486,-0.001373,-0.149399,-0.986359
9487,-0.003616,-0.144852,-0.983215
9488,-0.001038,-0.149673,-0.981033
9489,-0.002472,-0.15126,-0.975021
9490,-0.003448,-0.152786,-0.976517
9491,-0.001846,-0.154373,-0.98291
9492,-0.003525,-0.145798,-0.985703
9493,-0.001907,-0.147903,-0.985367
9494,-0.002151,-0.149078,-0.979141
9495,-0.003571,-0.150513,-0.975693
9496,-0.002686,-0.157425,-0.980789
9497,-0.003479,-0.151077,-0.981903
9498,-0.002396,-0.149567,-0.987549
9499,-0.001495,-0.149643,-0.985916
9500,-0.00354,-0.147766,-0.978699
9501,-0.00238,-0.154343,-0.977448
9502,-0.001175,-0.153854,-0.978363
9503,-0.003616,-0.150879,-0.982971
9504,-0.001205,-0.153015,-0.987991
9505,-0.003403,-0.146896,-0.982498
9506,-0.002838,-0.151337,-0.98172
9507,-0.00209,-0.155457,-0.976349
9508,-0.004868,-0.152756,-0.974152
9509,-0.002853,-0.15448,-0.985901
9510,-0.002747,-0.14827,-0.985153
9511,-0.0047,-0.146179,-0.982666
9512,-0.003403,-0.151703,-0.979553
9513,-0.006546,-0.151459,-0.974991
9514,-0.006454,-0.155045,-0.979309
9515,-0.006454,-0.15271,-0.983398
9516,-0.009369,-0.146515,-0.988235
9517,-0.00882,-0.149902,-0.985794
9518,-0.009598,-0.14917,-0.976028
9519,-0.009933,-0.153549,-0.974854
9520,-0.010025,-0.155792,-0.981216
9521,-0.011398,-0.148254,-0.982742
9522,-0.011978,-0.149551,-0.985916
9523,-0.013,-0.146988,-0.981827
9524,-0.017395,-0.147339,-0.973572
9525,-0.016098,-0.155914,-0.976257
9526,-0.024139,-0.152481,-0.978317
9527,-0.032791,-0.152496,-0.981628
9528,-0.033279,-0.151794,-0.98465
9529,-0.034332,-0.145782,-0.980057
9530,-0.031799,-0.154907,-0.977249
9531,-0.036102,-0.154785,-0.974213
9532,-0.033066,-0.154388,-0.978333
9533,-0.030136,-0.154556,-0.992401
9534,-0.039398,-0.149338,-0.986649
9535,-0.047043,-0.152466,-0.980515
9536,-0.0457,-0.154984,-0.975143
9537,-0.041031,-0.154968,-0.978745
9538,-0.041992,-0.158813,-0.984222
9539,-0.046188,-0.151474,-0.984604
9540,-0.046982,-0.149445,-0.986877
9541,-0.044769,-0.153549,-0.985306
9542,-0.052216,-0.152222,-0.976013
9543,-0.05748,-0.159653,-0.972534
9544,-0.052246,-0.158249,-0.979568
9545,-0.052765,-0.152237,-0.985931
9546,-0.055038,-0.151779,-0.989639
9547,-0.058044,-0.150208,-0.977356
9548,-0.059326,-0.154785,-0.976227
9549,-0.057632,-0.159195,-0.975845
9550,-0.061661,-0.154724,-0.978928
9551,-0.061249,-0.153885,-0.987045
9552,-0.06282,-0.14949,-0.985855
9553,-0.064896,-0.150009,-0.979538
9554,-0.06601,-0.157578,-0.977448
9555,-0.068634,-0.154068,-0.974854
9556,-0.066696,-0.155807,-0.983093
9557,-0.068039,-0.15242,-0.988647
9558,-0.070572,-0.147308,-0.984116
9559,-0.072418,-0.15361,-0.980316
9560,-0.072983,-0.154144,-0.975677
9561,-0.073029,-0.155243,-0.976547
9562,-0.072144,-0.157532,-0.984222
9563,-0.072922,-0.150345,-0.983856
9564,-0.07608,-0.14975,-0.984131
9565,-0.077087,-0.153183,-0.979126
9566,-0.079971,-0.153473,-0.973373
9567,-0.080078,-0.159134,-0.978424
9568,-0.079254,-0.156235,-0.980896
9569,-0.078125,-0.152008,-0.986954
9570,-0.079483,-0.152008,-0.986237
9571,-0.085678,-0.151047,-0.978424
9572,-0.085281,-0.158112,-0.974594
9573,-0.083557,-0.159058,-0.97963
9574,-0.083633,-0.155609,-0.983307
9575,-0.086426,-0.156143,-0.990173
9576,-0.08786,-0.151505,-0.982315
9577,-0.088699,-0.153839,-0.977036
9578,-0.091064,-0.158539,-0.979324
9579,-0.092499,-0.155701,-0.975494
9580,-0.090775,-0.158157,-0.985306
9581,-0.093384,-0.153549,-0.989532
9582,-0.095886,-0.150772,-0.980759
9583,-0.098022,-0.156662,-0.979385
9584,-0.09848,-0.156174,-0.976044
9585,-0.094559,-0.160904,-0.978867
9586,-0.094238,-0.157562,-0.984711
9587,-0.095627,-0.150543,-0.984894
9588,-0.095184,-0.154358,-0.983459
9589,-0.098358,-0.154587,-0.977402
9590,-0.100357,-0.156204,-0.973663
9591,-0.0979,-0.160843,-0.978104
9592,-0.098831,-0.152283,-0.985306
9593,-0.100388,-0.152588,-0.988235
9594,-0.101761,-0.154297,-0.980881
9595,-0.104584,-0.1548,-0.975693
9596,-0.103195,-0.160446,-0.975555
9597,-0.103897,-0.155533,-0.980499
9598,-0.105637,-0.153595,-0.986191
9599,-0.103394,-0.154678,-0.988495
9600,-0.106613,-0.150482,-0.980698
9601,-0.105423,-0.15799,-0.975708
9602,-0.104263,-0.158554,-0.976456
9603,-0.10498,-0.157272,-0.982849
9604,-0.104233,-0.155624,-0.988281
9605,-0.107315,-0.151031,-0.987549
9606,-0.108383,-0.151321,-0.979599
9607,-0.108475,-0.157349,-0.975098
9608,-0.109375,-0.157532,-0.97644
9609,-0.106033,-0.157578,-0.981384
9610,-0.105804,-0.154877,-0.987976
9611,-0.108704,-0.150848,-0.985947
9612,-0.10936,-0.154724,-0.978485
9613,-0.108109,-0.153366,-0.972534
9614,-0.107254,-0.159653,-0.978592
9615,-0.106216,-0.159668,-0.981613
9616,-0.109024,-0.150421,-0.984131
9617,-0.107651,-0.152863,-0.988602
9618,-0.108276,-0.154663,-0.980408
9619,-0.111847,-0.154846,-0.97287
9620,-0.107239,-0.159714,-0.976944
9621,-0.108261,-0.154922,-0.981491
9622,-0.108017,-0.154709,-0.990875
9623,-0.107498,-0.152924,-0.984344
9624,-0.110611,-0.150711,-0.977158
9625,-0.108536,-0.160294,-0.978745
9626,-0.108292,-0.157089,-0.97493
9627,-0.109543,-0.156403,-0.985107
9628,-0.105835,-0.154648,-0.98819
9629,-0.109146,-0.150055,-0.984207
9630,-0.109589,-0.154068,-0.977631
9631,-0.109161,-0.156448,-0.976715
9632,-0.109177,-0.156265,-0.978333
9633,-0.106567,-0.158783,-0.985428
9634,-0.107574,-0.151901,-0.986206
9635,-0.109818,-0.152756,-0.986389
9636,-0.107956,-0.154846,-0.976089
9637,-0.108612,-0.156815,-0.976868
9638,-0.1091,-0.1577,-0.979218
9639,-0.105606,-0.155701,-0.984131
9640,-0.108109,-0.150284,-0.986038
9641,-0.107208,-0.153442,-0.983704
9642,-0.109573,-0.154312,-0.974609
9643,-0.110016,-0.157394,-0.971756
9644,-0.10524,-0.158463,-0.97641
9645,-0.108582,-0.154785,-0.983383
9646,-0.108551,-0.152802,-0.987503
9647,-0.108704,-0.14917,-0.979111
9648,-0.111572,-0.15416,-0.978531
9649,-0.10791,-0.157532,-0.974594
9650,-0.107803,-0.157181,-0.978104
9651,-0.107391,-0.155563,-0.982483
9652,-0.106934,-0.157074,-0.990952
9653,-0.110352,-0.150604,-0.982834
9654,-0.110916,-0.157776,-0.980453
9655,-0.108688,-0.157227,-0.97818
9656,-0.108337,-0.159027,-0.985306
9657,-0.107773,-0.15596,-0.98494
9658,-0.109192,-0.153259,-0.985184
9659,-0.108658,-0.15741,-0.985214
9660,-0.108948,-0.15567,-0.974594
9661,-0.109695,-0.157806,-0.97995
9662,-0.107193,-0.15918,-0.985474
9663,-0.105957,-0.154434,-0.986694
9664,-0.109039,-0.15065,-0.988388
9665,-0.108948,-0.155579,-0.983109
9666,-0.112473,-0.15564,-0.973343
9667,-0.11113,-0.161758,-0.974228
9668,-0.107513,-0.157715,-0.97937
9669,-0.109039,-0.152832,-0.982986
9670,-0.106476,-0.153427,-0.987167
9671,-0.108627,-0.150864,-0.974182
9672,-0.109741,-0.154465,-0.973328
9673,-0.108444,-0.158524,-0.976379
9674,-0.107849,-0.150467,-0.973663
9675,-0.104721,-0.15831,-0.988342
9676,-0.105545,-0.148865,-0.97995
9677,-0.109573,-0.15477,-0.981506
9678,-0.10733,-0.15683,-0.97757
9679,-0.108673,-0.158676,-0.983093
9680,-0.107651,-0.156189,-0.985107
9681,-0.106491,-0.155869,-0.992355
9682,-0.10791,-0.149048,-0.983887
9683,-0.108582,-0.160278,-0.98082
9684,-0.107559,-0.155151,-0.975433
9685,-0.107147,-0.160446,-0.980789
9686,-0.104736,-0.158752,-0.983917
9687,-0.107147,-0.153778,-0.987091
9688,-0.104279,-0.153946,-0.98172
9689,-0.106537,-0.157364,-0.974014
9690,-0.109894,-0.155701,-0.968063
9691,-0.105347,-0.162369,-0.976624
9692,-0.104736,-0.151291,-0.9776
9693,-0.105728,-0.15448,-0.990097
9694,-0.106079,-0.155518,-0.976151
9695,-0.108322,-0.1548,-0.976089
9696,-0.105484,-0.159271,-0.977554
9697,-0.104492,-0.158249,-0.980927
9698,-0.106216,-0.156311,-0.989319
9699,-0.101715,-0.157791,-0.986267
9700,-0.104385,-0.153305,-0.984634
9701,-0.106522,-0.159515,-0.980591
9702,-0.104004,-0.161591,-0.978073
9703,-0.106812,-0.15538,-0.982407
9704,-0.103195,-0.160797,-0.990585
9705,-0.105316,-0.150833,-0.983704
9706,-0.108017,-0.152512,-0.978561
9707,-0.108017,-0.160843,-0.976074
9708,-0.109848,-0.15538,-0.96965
9709,-0.109543,-0.159607,-0.982834
9710,-0.105621,-0.15538,-0.980148
9711,-0.10704,-0.147385,-0.981964
9712,-0.106033,-0.153595,-0.983612
9713,-0.105804,-0.152985,-0.974014
9714,-0.105362,-0.154099,-0.975311
9715,-0.104141,-0.158264,-0.982101
9716,-0.106079,-0.151596,-0.98613
9717,-0.103073,-0.150223,-0.986938
9718,-0.102859,-0.154648,-0.984573
9719,-0.104431,-0.156448,-0.969818
9720,-0.10498,-0.166855,-0.974762
9721,-0.103378,-0.154099,-0.980133
9722,-0.102341,-0.149368,-0.988342
9723,-0.105606,-0.146301,-0.992249
9724,-0.106949,-0.149231,-0.980865
9725,-0.105347,-0.156372,-0.975159
9726,-0.104858,-0.15303,-0.977707
9727,-0.102371,-0.157867,-0.992599
9728,-0.103699,-0.150635,-0.992264
9729,-0.103745,-0.148926,-0.983322
9730,-0.108688,-0.158112,-0.981415
9731,-0.106827,-0.163071,-0.965561
9732,-0.106094,-0.154236,-0.972443
9733,-0.105377,-0.15152,-0.982254
9734,-0.107452,-0.144287,-0.989655
9735,-0.105957,-0.146332,-0.975204
9736,-0.102631,-0.161606,-0.977325
9737,-0.105453,-0.160233,-0.969894
9738,-0.102798,-0.163391,-0.979416
9739,-0.103363,-0.155029,-0.985031
9740,-0.105392,-0.155014,-0.992432
9741,-0.105713,-0.149612,-0.982666
9742,-0.108826,-0.150681,-0.978699
9743,-0.107819,-0.156708,-0.976181
9744,-0.108749,-0.15979,-0.985992
9745,-0.11058,-0.153839,-0.981262
9746,-0.10434,-0.162155,-0.986801
9747,-0.103241,-0.155533,-0.967117
9748,-0.108521,-0.164978,-0.972794
9749,-0.105331,-0.165604,-0.976593
9750,-0.101578,-0.158875,-0.982346
9751,-0.100906,-0.155014,-0.990036
9752,-0.102646,-0.156281,-0.997116
9753,-0.106003,-0.153152,-0.989166
9754,-0.103943,-0.153076,-0.970596
9755,-0.103699,-0.158875,-0.978256
9756,-0.105545,-0.157104,-0.976761
9757,-0.103439,-0.158981,-0.983063
9758,-0.103989,-0.15152,-0.976242
9759,-0.103561,-0.160675,-0.975388
9760,-0.104538,-0.159943,-0.963974
9761,-0.107956,-0.156525,-0.96524
9762,-0.101791,-0.160355,-0.985703
9763,-0.103348,-0.145309,-0.966553
9764,-0.102722,-0.151749,-0.975571
9765,-0.102737,-0.150391,-0.970215
9766,-0.107422,-0.146957,-0.9664
9767,-0.104965,-0.151154,-0.978333
9768,-0.10614,-0.151642,-0.992752
9769,-0.105545,-0.149582,-0.991592
9770,-0.102737,-0.158203,-0.989136
9771,-0.105453,-0.151367,-0.989456
9772,-0.104828,-0.161041,-0.976562
9773,-0.105011,-0.153259,-0.990387
9774,-0.10347,-0.14386,-0.987778
9775,-0.100662,-0.15033,-1.004791
9776,-0.103424,-0.149231,-0.987656
9777,-0.10379,-0.155182,-0.982773
9778,-0.102463,-0.164474,-0.983551
9779,-0.103012,-0.15918,-0.983215
9780,-0.101196,-0.150314,-0.98024
9781,-0.098511,-0.151855,-0.992081
9782,-0.1035,-0.134766,-0.973526
9783,-0.099915,-0.154037,-0.975021
9784,-0.101227,-0.150528,-0.969299
9785,-0.1017,-0.154724,-0.970245
9786,-0.096924,-0.161026,-0.965805
9787,-0.098755,-0.147934,-0.959641
9788,-0.099274,-0.151749,-0.966095
9789,-0.10025,-0.155869,-0.97139
9790,-0.102692,-0.148056,-0.948517
9791,-0.096252,-0.17955,-0.977707
9792,-0.09668,-0.17041,-0.970673
9793,-0.096558,-0.167084,-0.979492
9794,-0.100174,-0.157806,-0.981812
9795,-0.10321,-0.154022,-0.99231
9796,-0.107529,-0.150955,-0.984314
9797,-0.105362,-0.156937,-1.004196
9798,-0.100922,-0.159973,-0.993805
9799,-0.097153,-0.170883,-1.001358
9800,-0.09761,-0.163605,-0.97699
9801,-0.098297,-0.172546,-0.982819
9802,-0.102127,-0.150192,-0.975754
9803,-0.099121,-0.161728,-0.976639
9804,-0.097824,-0.15773,-0.976379
9805,-0.09903,-0.148209,-0.978409
9806,-0.09581,-0.153229,-0.964355
9807,-0.099487,-0.163147,-0.967133
9808,-0.098282,-0.155838,-0.952209
9809,-0.095703,-0.161453,-0.967255
9810,-0.094101,-0.154755,-0.974747
9811,-0.098602,-0.146896,-0.967316
9812,-0.093552,-0.148941,-0.963303
9813,-0.099365,-0.148224,-0.970261
9814,-0.097931,-0.147949,-0.971588
9815,-0.098068,-0.151459,-0.97879
9816,-0.096558,-0.146637,-0.981827
9817,-0.095322,-0.15799,-0.993439
9818,-0.097153,-0.146164,-0.974579
9819,-0.103439,-0.158463,-0.985901
9820,-0.105637,-0.153214,-0.98259
9821,-0.102463,-0.14563,-0.981857
9822,-0.093323,-0.148254,-1.000381
9823,-0.093369,-0.141678,-0.983627
9824,-0.105713,-0.15419,-0.987534
9825,-0.103729,-0.154907,-0.976715
9826,-0.101547,-0.157455,-0.98587
9827,-0.102615,-0.156357,-0.998825
9828,-0.100235,-0.166412,-0.961319
9829,-0.088501,-0.170807,-0.967743
9830,-0.084915,-0.177612,-0.960495
9831,-0.098145,-0.179611,-0.959686
9832,-0.108887,-0.154984,-0.952438
9833,-0.092102,-0.164398,-0.987259
9834,-0.094131,-0.140915,-0.980194
9835,-0.088806,-0.149658,-0.967316
9836,-0.079147,-0.158798,-0.970612
9837,-0.086166,-0.164841,-0.957352
9838,-0.09433,-0.172058,-0.964203
9839,-0.099472,-0.165512,-0.960526
