index,x,y,z
1793,-0.036179,-0.160797,-0.99408
1794,-0.035568,-0.15065,-0.974091
1795,-0.036621,-0.161957,-0.987183
1796,-0.040207,-0.155807,-0.982224
1797,-0.035736,-0.151138,-0.964615
1798,-0.033081,-0.154724,-0.97876
1799,-0.039169,-0.150024,-0.976852
1800,-0.034256,-0.155777,-0.982803
1801,-0.034286,-0.155487,-0.976852
1802,-0.039398,-0.144653,-0.985413
1803,-0.03717,-0.165726,-1.001465
1804,-0.041672,-0.16153,-0.979263
1805,-0.037384,-0.158051,-0.971481
1806,-0.032928,-0.16275,-0.981461
1807,-0.043152,-0.151169,-0.998596
1808,-0.0354,-0.150406,-0.97821
1809,-0.032776,-0.153397,-0.98291
1810,-0.040421,-0.149963,-0.984009
1811,-0.034821,-0.162308,-0.974854
1812,-0.036179,-0.157898,-0.980713
1813,-0.037048,-0.152588,-0.98114
1814,-0.030273,-0.154907,-0.967392
1815,-0.03775,-0.153366,-0.978409
1816,-0.040192,-0.149765,-0.987137
1817,-0.035461,-0.143845,-0.987457
1818,-0.041397,-0.137939,-1.004852
1819,-0.040146,-0.158157,-0.997086
1820,-0.036041,-0.157059,-0.969528
1821,-0.040527,-0.152847,-0.97403
1822,-0.035583,-0.162292,-0.977753
1823,-0.035904,-0.166931,-0.98584
1824,-0.037827,-0.163956,-0.988144
1825,-0.034866,-0.156784,-0.979645
1826,-0.038818,-0.152634,-0.985992
1827,-0.041962,-0.156952,-0.978058
1828,-0.03624,-0.151398,-0.962234
1829,-0.038239,-0.157532,-0.995804
1830,-0.034775,-0.164444,-0.990494
1831,-0.036194,-0.15741,-0.975296
1832,-0.035217,-0.156982,-0.983932
1833,-0.035172,-0.163651,-0.97467
1834,-0.033264,-0.164551,-0.961914
1835,-0.035629,-0.173386,-0.987289
1836,-0.037811,-0.152954,-0.995728
1837,-0.030823,-0.154037,-0.982086
1838,-0.037216,-0.14238,-0.955566
1839,-0.037231,-0.165771,-0.980713
1840,-0.0354,-0.16098,-0.977966
1841,-0.042374,-0.151566,-0.983643
1842,-0.033173,-0.169205,-0.989914
1843,-0.033325,-0.184814,-0.999023
1844,-0.034378,-0.171982,-0.968903
1845,-0.032654,-0.186737,-0.974167
1846,-0.040009,-0.189697,-0.99202
1847,-0.042252,-0.168594,-0.97377
1848,-0.032883,-0.180649,-0.992783
1849,-0.045639,-0.159683,-1.017136
1850,-0.037964,-0.143341,-0.969711
1851,-0.032486,-0.173538,-0.968231
1852,-0.035187,-0.176956,-0.977509
1853,-0.035645,-0.174698,-0.985062
1854,-0.034561,-0.175385,-0.981415
1855,-0.043762,-0.161285,-0.970566
1856,-0.029861,-0.173248,-0.970779
1857,-0.031403,-0.176971,-0.974991
1858,-0.035049,-0.171249,-0.957703
1859,-0.034393,-0.166321,-0.967194
1860,-0.037903,-0.168411,-0.987244
1861,-0.036575,-0.168213,-0.980804
1862,-0.035004,-0.16214,-0.971329
1863,-0.036011,-0.174194,-0.974472
1864,-0.037827,-0.189285,-0.980698
1865,-0.034424,-0.174332,-0.973846
1866,-0.037186,-0.171494,-0.991821
1867,-0.041061,-0.1698,-0.997955
1868,-0.036591,-0.161423,-0.979736
1869,-0.033035,-0.167252,-0.989487
1870,-0.035583,-0.161819,-0.97113
1871,-0.032303,-0.176712,-0.975372
1872,-0.0392,-0.171646,-0.974854
1873,-0.036148,-0.172104,-0.974121
1874,-0.035309,-0.179108,-0.977539
1875,-0.040924,-0.164062,-0.96254
1876,-0.036758,-0.169189,-0.987747
1877,-0.031647,-0.163834,-0.975937
1878,-0.04007,-0.162643,-0.98465
1879,-0.034164,-0.149307,-0.967209
1880,-0.034424,-0.158493,-0.996048
1881,-0.035339,-0.171707,-0.977386
1882,-0.029984,-0.178284,-0.956573
1883,-0.036819,-0.16864,-0.997299
1884,-0.035385,-0.170807,-0.989624
1885,-0.036087,-0.175125,-0.993973
1886,-0.036346,-0.175385,-0.965576
1887,-0.032913,-0.172928,-0.9711
1888,-0.032822,-0.191177,-1.01741
1889,-0.042816,-0.183777,-0.97908
1890,-0.034729,-0.181961,-0.94072
1891,-0.033539,-0.182663,-0.97345
1892,-0.048645,-0.173447,-1.008423
1893,-0.031097,-0.185638,-0.983383
1894,-0.032303,-0.171829,-0.973282
1895,-0.02652,-0.17778,-0.985489
1896,-0.02623,-0.15976,-0.997574
1897,-0.044876,-0.143646,-0.970352
1898,-0.032379,-0.183685,-0.992722
1899,-0.031281,-0.166122,-0.961609
1900,-0.031296,-0.187622,-0.991348
1901,-0.037704,-0.177124,-0.958908
1902,-0.031189,-0.198883,-0.981171
1903,-0.030685,-0.154282,-0.960815
1904,-0.043365,-0.172485,-0.98674
1905,-0.041611,-0.179688,-1.004379
1906,-0.031967,-0.157532,-0.933701
1907,-0.025375,-0.18808,-1.021301
1908,-0.033371,-0.165482,-0.971146
1909,-0.040955,-0.188187,-0.990784
1910,-0.042206,-0.165268,-0.94696
1911,-0.037979,-0.178055,-0.990387
1912,-0.039444,-0.15332,-0.971497
1913,-0.030853,-0.177155,-0.974777
1914,-0.039871,-0.143539,-0.971527
1915,-0.034958,-0.155746,-0.972931
1916,-0.037277,-0.1651,-0.986572
1917,-0.043076,-0.158829,-0.955292
1918,-0.040451,-0.155472,-0.95639
1919,-0.035385,-0.189529,-0.993011
1920,-0.043137,-0.16713,-0.960419
1921,-0.033783,-0.18129,-0.964264
1922,-0.036942,-0.193436,-0.969513
1923,-0.04512,-0.181076,-0.972443
1924,-0.038391,-0.174911,-0.96489
1925,-0.044342,-0.168442,-1.005173
1926,-0.045364,-0.170013,-0.994293
1927,-0.035568,-0.193588,-0.971237
1928,-0.043518,-0.186737,-0.977524
1929,-0.042831,-0.188446,-0.981506
1930,-0.040649,-0.187775,-0.983795
1931,-0.038849,-0.1819,-0.987381
1932,-0.032059,-0.194366,-0.977936
1933,-0.034744,-0.194397,-0.968567
1934,-0.039032,-0.195312,-0.982834
1935,-0.034302,-0.201782,-0.989716
1936,-0.040039,-0.196594,-0.978134
1937,-0.042847,-0.188995,-0.982727
1938,-0.034943,-0.185059,-0.969711
1939,-0.041656,-0.178741,-0.999741
1940,-0.046936,-0.170898,-0.981964
1941,-0.044144,-0.182632,-0.990585
1942,-0.047684,-0.158859,-0.982574
1943,-0.049835,-0.177124,-1.004105
1944,-0.032257,-0.205643,-0.924835
1945,-0.025558,-0.215195,-0.952744
1946,-0.028397,-0.162064,-0.953781
1947,-0.044937,-0.178802,-1.036819
1948,-0.034882,-0.174667,-0.987457
1949,-0.023285,-0.169922,-1.001068
1950,-0.023865,-0.155502,-0.916901
1951,-0.02536,-0.181992,-1.018204
1952,-0.017166,-0.146973,-0.965439
1953,-0.021957,-0.162674,-0.989716
1954,-0.017746,-0.140778,-0.994431
1955,0.005402,-0.172485,-0.930908
1956,-0.000656,-0.140228,-0.95256
1957,-0.003632,-0.144135,-0.972275
1958,-0.004868,-0.156647,-0.963043
1959,-0.011749,-0.136734,-1.025238
1960,0.00058,-0.135529,-0.945068
1961,-0.001221,-0.152695,-0.998199
1962,-0.008896,-0.146088,-0.981262
1963,0.004105,-0.144318,-0.917496
1964,0.007629,-0.188324,-0.987473
1965,-0.003311,-0.151474,-0.958389
1966,0.002777,-0.171097,-0.984543
1967,0.002487,-0.155777,-0.994232
1968,0.004333,-0.165756,-0.966675
1969,0.009933,-0.166702,-0.930862
1970,0.006531,-0.184845,-0.974594
1971,0.005081,-0.165436,-0.971909
1972,0.008255,-0.175781,-0.979233
1973,0.002045,-0.17392,-0.959442
1974,0.003113,-0.191193,-0.974106
1975,0.006073,-0.189941,-0.969864
1976,0.00325,-0.187698,-0.977066
1977,0.013687,-0.202255,-0.987503
1978,0.012665,-0.181732,-0.978638
1979,0.005096,-0.191269,-0.973145
1980,0.006195,-0.199066,-0.966248
1981,0.005707,-0.199005,-0.964096
1982,0.000473,-0.201263,-0.973267
1983,0.006851,-0.201614,-0.995285
1984,0.007965,-0.198349,-0.980728
1985,0.004379,-0.196579,-0.986008
1986,0.006561,-0.193878,-0.970459
1987,0.005249,-0.20253,-0.985931
1988,0.002045,-0.194244,-0.964798
1989,0.010864,-0.19545,-0.974915
1990,0.01799,-0.19162,-0.975159
1991,0.01123,-0.176834,-0.978424
1992,0.011597,-0.19783,-0.969986
1993,0.008545,-0.200607,-0.971313
1994,0.007919,-0.185196,-0.97052
1995,0.008926,-0.193298,-0.985733
1996,0.003448,-0.179642,-0.985092
1997,0.01239,-0.173981,-0.97168
1998,0.007446,-0.1772,-0.982498
1999,0.001968,-0.163315,-0.967255
2000,0.008606,-0.171722,-0.965103
2001,0.007462,-0.162399,-0.977615
2002,0.009033,-0.159454,-0.96524
2003,0.015808,-0.167084,-0.98288
2004,0.008911,-0.163589,-0.959854
2005,0.008331,-0.164948,-0.955978
2006,0.010773,-0.174423,-0.966705
2007,0.007523,-0.165573,-0.973267
2008,0.004822,-0.160782,-0.958298
2009,0.010864,-0.163208,-0.962936
2010,0.008865,-0.160995,-0.959961
2011,0.0121,-0.170212,-0.963074
2012,0.012054,-0.172409,-0.959305
2013,0.011703,-0.173203,-0.966431
2014,0.018936,-0.183578,-0.972839
2015,0.013367,-0.177963,-0.974609
2016,0.010834,-0.168304,-0.967773
2017,0.013809,-0.184448,-1.004578
2018,0.014801,-0.187561,-0.976822
2019,0.015625,-0.19194,-0.963501
2020,0.018616,-0.194855,-0.973267
2021,0.013992,-0.192947,-0.973694
2022,0.008575,-0.189835,-0.961166
2023,0.013214,-0.195114,-0.974091
2024,0.010651,-0.189438,-0.988693
2025,0.009521,-0.184814,-0.997345
2026,0.009354,-0.187943,-0.990051
2027,0.00708,-0.199753,-0.987961
2028,0.003189,-0.196625,-0.98233
2029,0.013809,-0.203781,-0.964066
2030,0.011475,-0.212753,-0.977051
2031,0.012115,-0.196945,-0.956085
2032,0.02507,-0.201508,-0.985931
2033,0.014404,-0.194565,-0.968185
2034,0.013382,-0.190811,-0.974594
2035,0.016464,-0.1866,-0.966644
2036,0.014099,-0.17746,-0.966797
2037,0.010956,-0.183243,-0.974838
2038,0.014282,-0.170853,-0.965714
2039,0.015274,-0.185608,-0.96962
2040,0.01535,-0.191376,-0.955307
2041,0.014618,-0.189255,-0.959869
2042,0.025772,-0.186523,-0.926956
2043,0.012054,-0.188583,-0.970337
2044,0.018814,-0.176712,-0.950516
2045,0.019196,-0.185867,-0.979202
2046,0.01683,-0.168762,-0.959442
2047,0.013901,-0.17395,-0.988617
2048,0.023056,-0.162048,-0.95108
2049,0.015549,-0.174866,-0.993317
2050,0.017181,-0.177307,-0.977707
2051,0.014694,-0.181976,-0.952545
2052,0.011093,-0.185699,-0.951599
2053,0.024704,-0.201508,-0.978699
2054,0.019623,-0.16748,-0.945419
2055,0.001877,-0.175232,-0.976913
2056,0.021591,-0.187485,-0.958679
2057,0.019028,-0.188751,-0.976089
2058,0.010254,-0.190277,-0.970795
2059,0.014114,-0.200607,-0.977783
2060,0.018875,-0.189667,-0.951874
2061,0.008911,-0.201218,-0.99115
2062,0.005203,-0.190994,-0.947327
2063,0.007965,-0.211105,-0.997284
2064,0.006317,-0.191559,-0.963409
2065,0.018082,-0.207916,-1.006683
2066,0.022446,-0.181229,-0.969421
2067,0.012436,-0.194138,-0.981781
2068,0.024658,-0.205383,-0.973282
2069,0.016663,-0.206985,-0.978165
2070,0.013275,-0.194717,-0.969879
2071,0.018082,-0.196808,-0.994202
2072,0.02124,-0.186478,-0.965454
2073,0.020538,-0.195938,-0.974792
2074,0.015961,-0.188522,-0.974991
2075,0.009338,-0.190857,-0.985901
2076,0.011246,-0.177948,-0.96727
2077,0.013458,-0.181915,-0.990265
2078,0.013184,-0.172409,-0.953674
2079,0.018036,-0.171387,-0.953598
2080,0.018066,-0.17775,-0.971344
2081,0.011719,-0.170639,-0.964172
2082,0.020996,-0.176056,-0.965485
2083,0.015503,-0.172073,-0.993881
2084,0.018982,-0.161118,-0.948608
2085,0.025558,-0.173309,-0.972763
2086,0.014923,-0.161285,-0.976532
2087,0.010818,-0.159256,-0.966766
2088,0.018326,-0.178009,-0.972473
2089,0.015945,-0.176331,-0.969162
2090,0.014725,-0.177048,-0.954407
2091,0.011459,-0.167435,-0.92952
2092,0.012314,-0.172913,-0.985489
2093,0.014435,-0.175613,-0.964096
2094,0.011169,-0.167862,-0.993851
2095,0.012131,-0.177155,-0.996918
2096,0.0215,-0.170364,-0.981369
2097,0.016708,-0.184677,-0.978577
2098,0.018921,-0.163101,-0.969574
2099,0.022568,-0.178925,-0.981644
2100,0.019455,-0.194244,-0.96991
2101,0.019669,-0.178864,-0.970993
2102,0.026169,-0.20961,-1.000717
2103,0.016296,-0.189301,-0.959991
2104,0.014053,-0.177032,-0.978348
2105,0.017059,-0.195465,-0.980759
2106,0.014236,-0.190262,-0.991959
2107,0.017181,-0.173401,-0.986893
2108,0.021851,-0.185196,-0.982666
2109,0.018539,-0.19545,-0.987305
2110,0.027725,-0.198044,-0.990082
2111,0.01152,-0.187561,-0.945068
2112,0.008224,-0.192947,-0.981552
2113,0.027588,-0.181488,-0.977417
2114,0.015533,-0.172974,-1.000458
2115,0.000732,-0.138107,-0.947754
2116,0.026718,-0.179214,-1.008606
2117,0.018341,-0.16745,-0.981873
2118,0.007828,-0.174377,-0.968033
2119,0.018204,-0.18309,-0.973587
2120,0.024734,-0.182785,-0.98407
2121,0.028488,-0.185989,-0.975098
2122,0.017136,-0.16275,-0.977737
2123,0.020462,-0.174652,-0.973557
2124,0.018387,-0.173508,-0.972382
2125,0.014374,-0.150726,-0.971893
2126,0.01329,-0.163986,-0.980637
2127,0.014481,-0.16423,-0.981796
2128,0.009567,-0.167313,-0.975586
2129,0.012878,-0.16153,-0.983398
2130,0.018951,-0.158646,-0.983124
2131,0.016342,-0.154633,-0.968567
2132,0.010361,-0.170807,-0.990082
2133,0.029144,-0.186676,-0.948761
2134,0.014587,-0.151947,-0.994278
2135,0.019089,-0.180435,-0.985031
2136,0.012726,-0.169891,-0.972916
2137,0.019653,-0.164703,-0.977829
2138,0.019547,-0.187027,-0.994644
2139,0.015991,-0.192963,-0.954269
2140,0.01326,-0.195648,-0.969543
2141,0.017731,-0.191223,-0.970535
2142,0.020721,-0.19986,-0.992783
2143,0.013687,-0.186737,-0.967239
2144,0.015732,-0.189682,-0.980896
2145,0.020798,-0.199524,-0.980637
2146,0.015228,-0.185074,-0.980362
2147,0.023163,-0.199341,-1.002045
2148,0.026184,-0.206268,-0.993652
2149,0.020081,-0.187393,-0.975128
2150,0.029221,-0.185989,-0.989777
2151,0.020401,-0.195084,-0.985352
2152,0.015091,-0.183548,-0.948715
2153,0.022522,-0.199905,-0.990143
2154,0.015686,-0.182724,-1.002365
2155,0.018616,-0.169846,-0.959915
2156,0.023148,-0.191437,-0.985565
2157,0.015076,-0.16745,-0.955215
2158,0.025375,-0.178558,-0.95253
2159,0.019638,-0.17778,-0.979568
2160,0.02092,-0.169586,-0.953064
2161,0.024567,-0.179169,-0.980911
2162,0.018463,-0.149857,-0.965775
2163,0.021667,-0.162613,-0.953674
2164,0.023468,-0.165115,-0.951096
2165,0.021149,-0.156097,-0.959076
2166,0.02771,-0.161224,-0.971008
2167,0.022003,-0.155762,-0.964096
2168,0.023224,-0.159622,-0.959473
2169,0.022903,-0.163864,-0.978729
2170,0.016434,-0.147385,-0.968124
2171,0.010071,-0.164917,-0.989868
2172,0.018723,-0.154755,-0.9711
2173,0.022858,-0.172867,-0.977661
2174,0.018021,-0.163605,-0.945953
2175,0.01828,-0.170731,-0.979584
2176,0.029419,-0.165192,-0.967117
2177,0.025406,-0.178162,-0.9897
2178,0.027588,-0.18309,-0.965714
2179,0.031845,-0.189621,-0.975464
2180,0.024582,-0.168198,-0.952728
2181,0.028885,-0.203339,-0.998093
2182,0.024933,-0.181046,-0.941544
2183,0.024277,-0.191116,-0.97168
2184,0.027084,-0.178757,-0.978302
2185,0.020035,-0.19191,-0.981735
2186,0.019882,-0.18074,-0.960114
2187,0.023788,-0.198242,-0.984344
2188,0.017044,-0.190353,-0.978287
2189,0.02739,-0.198441,-0.979874
2190,0.033081,-0.192734,-0.987747
2191,0.020828,-0.196854,-0.986313
2192,0.026489,-0.187225,-0.960144
2193,0.028809,-0.214676,-0.985703
2194,0.021774,-0.195221,-0.983398
2195,0.021454,-0.193405,-0.981888
2196,0.027664,-0.187332,-0.986923
2197,0.025894,-0.173462,-0.988586
2198,0.02182,-0.180206,-0.99118
2199,0.016754,-0.163544,-0.967026
2200,0.018402,-0.177795,-0.978165
2201,0.019882,-0.180206,-0.966827
2202,0.0159,-0.163803,-0.969894
2203,0.025269,-0.187057,-0.981079
2204,0.023254,-0.159409,-0.958237
2205,0.020645,-0.183334,-0.965973
2206,0.024857,-0.172165,-0.966553
2207,0.020935,-0.152786,-0.973557
2208,0.020279,-0.159958,-0.972824
2209,0.02002,-0.156509,-0.956039
2210,0.024307,-0.166931,-0.970947
2211,0.014954,-0.180557,-0.97197
2212,0.022797,-0.153641,-0.948715
2213,0.01944,-0.160904,-0.949203
2214,0.021851,-0.165848,-1.008057
2215,0.024826,-0.149307,-0.956558
2216,0.021408,-0.169296,-0.976593
2217,0.024429,-0.16568,-0.982956
2218,0.02742,-0.179047,-0.980118
2219,0.017136,-0.169006,-0.978867
2220,0.017685,-0.173843,-0.98349
2221,0.030228,-0.197174,-0.969498
2222,0.016968,-0.187256,-0.94545
2223,0.027969,-0.195816,-0.984665
2224,0.031647,-0.188828,-0.974777
2225,0.022949,-0.17395,-0.993958
2226,0.030975,-0.172775,-0.992249
2227,0.026001,-0.188187,-1.000107
2228,0.016296,-0.161804,-0.956314
2229,0.029068,-0.207504,-0.971588
2230,0.021729,-0.1922,-0.98967
2231,0.017746,-0.187195,-0.972931
2232,0.019257,-0.19545,-0.984985
2233,0.01976,-0.192902,-0.972443
2234,0.027878,-0.189865,-0.966431
2235,0.027786,-0.187531,-0.986084
2236,0.019058,-0.193756,-0.986649
2237,0.027405,-0.17569,-0.976837
2238,0.021545,-0.160614,-0.963196
2239,0.021439,-0.195908,-0.985168
2240,0.027679,-0.177292,-0.952408
2241,0.026535,-0.171707,-0.964493
2242,0.022263,-0.187897,-0.984146
2243,0.025421,-0.173309,-0.986755
2244,0.026932,-0.173615,-0.983719
2245,0.021271,-0.16124,-0.978043
2246,0.019333,-0.164566,-0.97583
2247,0.020798,-0.165924,-0.964005
2248,0.019653,-0.17926,-0.983459
2249,0.024155,-0.174179,-0.947662
2250,0.018127,-0.170883,-0.979813
2251,0.019257,-0.171753,-0.973373
2252,0.028305,-0.17012,-0.976151
2253,0.023285,-0.165527,-0.992447
2254,0.029099,-0.165253,-0.977463
2255,0.034042,-0.159973,-0.971939
2256,0.022858,-0.157578,-0.963013
2257,0.027878,-0.185257,-0.987411
2258,0.018646,-0.155579,-0.962814
2259,0.02388,-0.210678,-0.977875
2260,0.0336,-0.18576,-0.932877
2261,0.032227,-0.181519,-0.988449
2262,0.015854,-0.166168,-0.974045
2263,0.027252,-0.16217,-0.978668
2264,0.026779,-0.170395,-0.983536
2265,0.024689,-0.158737,-0.961502
2266,0.027405,-0.185333,-0.993973
2267,0.02652,-0.181076,-0.969452
2268,0.034698,-0.184616,-0.969421
2269,0.026566,-0.179153,-0.948502
2270,0.019669,-0.196152,-0.968689
2271,0.025024,-0.178711,-0.97908
2272,0.018341,-0.167999,-0.993988
2273,0.009521,-0.156235,-0.974594
2274,0.022614,-0.186356,-0.976532
2275,0.02829,-0.203659,-0.959595
2276,0.02655,-0.198456,-0.952179
2277,0.027435,-0.208878,-0.964966
2278,0.025574,-0.184799,-0.989212
2279,0.019501,-0.184067,-1.001923
2280,0.025757,-0.165482,-0.969971
2281,0.025345,-0.179764,-1.016266
2282,0.029755,-0.178482,-0.980804
2283,0.023956,-0.178589,-0.967728
2284,0.028244,-0.214157,-1.002502
2285,0.025208,-0.186386,-0.966843
2286,0.023514,-0.181427,-0.968262
2287,0.024292,-0.189911,-0.992844
2288,0.026169,-0.16684,-0.951431
2289,0.025589,-0.190552,-0.993073
2290,0.018158,-0.172241,-0.956863
2291,0.025299,-0.1763,-0.97757
2292,0.024704,-0.173492,-0.970306
2293,0.019516,-0.165283,-0.957184
2294,0.025497,-0.167145,-0.959839
2295,0.025253,-0.200089,-0.985306
2296,0.025314,-0.175735,-0.937637
2297,0.028946,-0.205475,-0.986862
2298,0.022217,-0.18013,-0.954559
2299,0.014465,-0.16008,-0.956345
2300,0.019455,-0.170273,-0.982483
2301,0.021744,-0.159348,-0.988266
2302,0.019897,-0.154999,-0.978333
2303,0.019745,-0.174667,-0.965286
2304,0.022934,-0.176117,-0.955887
2305,0.031769,-0.174225,-0.977325
2306,0.022537,-0.178665,-0.992813
2307,0.0168,-0.1521,-0.983948
2308,0.033691,-0.162781,-0.990738
2309,0.026428,-0.158005,-0.981583
2310,0.018204,-0.153885,-0.976837
2311,0.028427,-0.189163,-0.975861
2312,0.022186,-0.15863,-0.964645
2313,0.023087,-0.167862,-0.986771
2314,0.028702,-0.191299,-0.96788
2315,0.023956,-0.178131,-0.963196
2316,0.028931,-0.197357,-0.949875
2317,0.029236,-0.198471,-0.969604
2318,0.02417,-0.191269,-0.96019
2319,0.026138,-0.197174,-0.974426
2320,0.025497,-0.18338,-0.950455
2321,0.020889,-0.19017,-0.971024
2322,0.019272,-0.189804,-0.955658
2323,0.016495,-0.177917,-0.969528
2324,0.013672,-0.180099,-0.984222
2325,0.015472,-0.193878,-0.998337
2326,0.012985,-0.163925,-0.960999
2327,0.021713,-0.196594,-1.007812
2328,0.018967,-0.196548,-0.985977
2329,0.017456,-0.198563,-0.993546
2330,0.021301,-0.19165,-0.976608
2331,0.024216,-0.197922,-1.011703
2332,0.0186,-0.176834,-0.98468
2333,0.022919,-0.19017,-0.979416
2334,0.028351,-0.191193,-0.983719
2335,0.019485,-0.199066,-0.972321
2336,0.02301,-0.186111,-0.976868
2337,0.028824,-0.19722,-0.988892
2338,0.016693,-0.184738,-0.978165
2339,0.020309,-0.192932,-0.965637
2340,0.032166,-0.203384,-0.983994
2341,0.015915,-0.190216,-0.966614
2342,0.022568,-0.19223,-0.959839
2343,0.031403,-0.194565,-0.964523
2344,0.023651,-0.192627,-0.959152
2345,0.022278,-0.180817,-0.95343
2346,0.01532,-0.183319,-0.955841
2347,0.015106,-0.170547,-0.96756
2348,0.013489,-0.178833,-0.964279
2349,0.010574,-0.174545,-0.966415
2350,0.014481,-0.193619,-0.966476
2351,0.020493,-0.187241,-0.965622
2352,0.013214,-0.184998,-0.968613
2353,0.015625,-0.17363,-0.985992
2354,0.016983,-0.169907,-0.996109
2355,0.015152,-0.170975,-1.008469
2356,0.018494,-0.163956,-0.981064
2357,0.013504,-0.170929,-0.977524
2358,0.015839,-0.176315,-0.989471
2359,0.023224,-0.181625,-0.981293
2360,0.021912,-0.176605,-0.991058
2361,0.013458,-0.17453,-0.983383
2362,0.02037,-0.167557,-0.96579
2363,0.020752,-0.180618,-0.988266
2364,0.013443,-0.174744,-0.954132
2365,0.015167,-0.180206,-0.970154
2366,0.013397,-0.182785,-0.964661
2367,0.018265,-0.17894,-0.948792
2368,0.027298,-0.196396,-0.945541
2369,0.020081,-0.188965,-0.958282
2370,0.017548,-0.189392,-0.947159
2371,0.021576,-0.182632,-0.972748
2372,0.021408,-0.187759,-0.982269
2373,0.016769,-0.186783,-0.976776
2374,0.014526,-0.187515,-0.958603
2375,0.018234,-0.196823,-0.974655
2376,0.017654,-0.215561,-0.979248
2377,0.01442,-0.197678,-0.958282
2378,0.012405,-0.20874,-1.003784
2379,0.024948,-0.203003,-0.99028
2380,0.027252,-0.200455,-0.977188
2381,0.01297,-0.202347,-0.970505
2382,0.022705,-0.204926,-0.988281
2383,0.020615,-0.179672,-0.990677
2384,0.012512,-0.185059,-1.023071
2385,0.017319,-0.194077,-0.993896
2386,0.017654,-0.191315,-0.976517
2387,0.0177,-0.209152,-0.96759
2388,0.020386,-0.199234,-0.989868
2389,0.015366,-0.179474,-0.960922
2390,0.021957,-0.212784,-0.991577
2391,0.019928,-0.171326,-0.940308
2392,0.018219,-0.199127,-0.969025
2393,0.017471,-0.18454,-0.942078
2394,0.014755,-0.181244,-0.967346
2395,0.00798,-0.182022,-0.966202
2396,0.011185,-0.18309,-0.985916
2397,0.014313,-0.178131,-0.92984
2398,0.011932,-0.194489,-0.951981
2399,0.015732,-0.18895,-0.957138
2400,0.013138,-0.191833,-0.969208
2401,0.010162,-0.169373,-0.96962
2402,0.015533,-0.169556,-1.000946
2403,0.018509,-0.165741,-0.983063
2404,0.017914,-0.173615,-0.966537
2405,0.026001,-0.194077,-0.9767
2406,0.022064,-0.19426,-0.951385
2407,0.01828,-0.211044,-0.992081
2408,0.01915,-0.205246,-0.96698
2409,0.009781,-0.190765,-0.98027
2410,0.009109,-0.194229,-0.972473
2411,0.012939,-0.201813,-0.984024
2412,0.015884,-0.181107,-0.962555
2413,0.026306,-0.20665,-0.99057
2414,0.016129,-0.188034,-0.976013
2415,0.017288,-0.194046,-0.989914
2416,0.027283,-0.201324,-0.97789
2417,0.014862,-0.176437,-0.966064
2418,0.01265,-0.198212,-0.989166
2419,0.021606,-0.189438,-0.987579
2420,0.012222,-0.180984,-0.973618
2421,0.014542,-0.191757,-0.973831
2422,0.019485,-0.208496,-0.963257
2423,0.016327,-0.198685,-0.955948
2424,0.021347,-0.213623,-0.966751
2425,0.020309,-0.200134,-0.964996
2426,0.012848,-0.181702,-0.967514
2427,0.019119,-0.179276,-0.966919
2428,0.014542,-0.196625,-0.980942
2429,0.011719,-0.188431,-0.958206
2430,0.018524,-0.183533,-0.979538
2431,0.012009,-0.186584,-0.992294
2432,0.013626,-0.173157,-0.967926
2433,0.01741,-0.196991,-0.958954
2434,0.009933,-0.191437,-0.982529
2435,0.01799,-0.187988,-0.953049
2436,0.01857,-0.207092,-0.998398
2437,0.003281,-0.183334,-0.985382
2438,0.014725,-0.194382,-0.975311
2439,0.015274,-0.211975,-0.943832
2440,0.01825,-0.212875,-0.956619
2441,0.016968,-0.208908,-0.953384
2442,0.013733,-0.214172,-1.012802
2443,0.014618,-0.155701,-0.9543
2444,0.015076,-0.182495,-1.000336
2445,0.011322,-0.182358,-0.993698
2446,0.012512,-0.18132,-0.963562
2447,0.017548,-0.203903,-0.957382
2448,0.013947,-0.204636,-0.973953
2449,0.018158,-0.206787,-0.955917
2450,0.020523,-0.203094,-0.950073
2451,0.011429,-0.204178,-0.971298
2452,0.015808,-0.193115,-0.968933
2453,0.019958,-0.205856,-0.984085
2454,0.010727,-0.189606,-0.993088
2455,0.013474,-0.202667,-0.974518
2456,0.01619,-0.182831,-0.974014
2457,0.012711,-0.195602,-0.991547
2458,0.016983,-0.215057,-0.966248
2459,0.010117,-0.187485,-0.968567
2460,0.014847,-0.202927,-1.014038
2461,0.01799,-0.174438,-0.964081
2462,0.010773,-0.18045,-1.007263
2463,0.008606,-0.179825,-0.96936
2464,0.011536,-0.190903,-0.978729
2465,0.013809,-0.186203,-0.982651
2466,0.014969,-0.196533,-0.93959
2467,0.016281,-0.210526,-0.976059
2468,0.009415,-0.175476,-0.940887
2469,0.015808,-0.194656,-0.965851
2470,0.011948,-0.180481,-0.954727
2471,0.016266,-0.190323,-0.976608
2472,0.013519,-0.182877,-0.951111
2473,0.018921,-0.201141,-0.972824
2474,0.01326,-0.182388,-0.933853
2475,0.018372,-0.2202,-0.967773
2476,0.015076,-0.196655,-0.942352
2477,0.006851,-0.196594,-0.995575
2478,0.012787,-0.177597,-0.974136
2479,0.005936,-0.196777,-0.986877
2480,0.011658,-0.195496,-0.968994
2481,0.016479,-0.22493,-0.987808
2482,0.019958,-0.200027,-0.980621
2483,0.017105,-0.208023,-0.997696
